1001,Categoria 69475,url_82576,2020-01-06 19:59:40,2020-01-06 19:59:40
1002,Categoria 84203,url_92706,2020-01-06 19:59:40,2020-01-06 19:59:40
1003,Categoria 58240,url_76819,2020-01-06 19:59:40,2020-01-06 19:59:40
1004,Categoria 84841,url_99504,2020-01-06 19:59:40,2020-01-06 19:59:40
1005,Categoria 59100,url_85097,2020-01-06 19:59:40,2020-01-06 19:59:40
1006,Categoria 91045,url_92708,2020-01-06 19:59:41,2020-01-06 19:59:41
1007,Categoria 88517,url_87893,2020-01-06 19:59:41,2020-01-06 19:59:41
1008,Categoria 89934,url_70735,2020-01-06 19:59:41,2020-01-06 19:59:41
1009,Categoria 84699,url_69112,2020-01-06 19:59:41,2020-01-06 19:59:41
1010,Categoria 65176,url_69220,2020-01-06 19:59:42,2020-01-06 19:59:42
1011,Categoria 58594,url_76620,2020-01-06 19:59:44,2020-01-06 19:59:44
1012,Categoria 57290,url_91506,2020-01-06 19:59:45,2020-01-06 19:59:45
1013,Categoria 72408,url_87567,2020-01-06 19:59:45,2020-01-06 19:59:45
1014,Categoria 81325,url_83410,2020-01-06 19:59:46,2020-01-06 19:59:46
1015,Categoria 64213,url_70387,2020-01-06 19:59:46,2020-01-06 19:59:46
1016,Categoria 80740,url_70032,2020-01-06 19:59:47,2020-01-06 19:59:47
1017,Categoria 71997,url_73849,2020-01-06 19:59:47,2020-01-06 19:59:47
1018,Categoria 69163,url_99239,2020-01-06 19:59:47,2020-01-06 19:59:47
1019,Categoria 61380,url_68455,2020-01-06 19:59:47,2020-01-06 19:59:47
1020,Categoria 65647,url_97933,2020-01-06 19:59:48,2020-01-06 19:59:48
1021,Categoria 73234,url_99916,2020-01-06 19:59:48,2020-01-06 19:59:48
1022,Categoria 94065,url_80872,2020-01-06 19:59:48,2020-01-06 19:59:48
1023,Categoria 95130,url_89709,2020-01-06 19:59:48,2020-01-06 19:59:48
1024,Categoria 70366,url_83747,2020-01-06 19:59:48,2020-01-06 19:59:48
1025,Categoria 75924,url_67422,2020-01-06 19:59:48,2020-01-06 19:59:48
1026,Categoria 63103,url_68307,2020-01-06 19:59:48,2020-01-06 19:59:48
1027,Categoria 77250,url_87933,2020-01-06 19:59:48,2020-01-06 19:59:48
1028,Categoria 63551,url_97055,2020-01-06 19:59:48,2020-01-06 19:59:48
1029,Categoria 60695,url_79047,2020-01-06 19:59:49,2020-01-06 19:59:49
1030,Categoria 91764,url_84051,2020-01-06 19:59:49,2020-01-06 19:59:49
1031,Categoria 67019,url_97823,2020-01-06 19:59:49,2020-01-06 19:59:49
1032,Categoria 72597,url_93955,2020-01-06 19:59:49,2020-01-06 19:59:49
1033,Categoria 75313,url_81924,2020-01-06 19:59:49,2020-01-06 19:59:49
1034,Categoria 84613,url_85115,2020-01-06 19:59:49,2020-01-06 19:59:49
1035,Categoria 82447,url_86630,2020-01-06 19:59:49,2020-01-06 19:59:49
1036,Categoria 91832,url_87886,2020-01-06 19:59:49,2020-01-06 19:59:49
1037,Categoria 81350,url_84129,2020-01-06 19:59:50,2020-01-06 19:59:50
