1,Categoria 68009,url_97537,2020-01-06 19:48:43,2020-01-06 19:48:43
2,Categoria 72341,url_74843,2020-01-06 19:48:43,2020-01-06 19:48:43
3,Categoria 96144,url_80339,2020-01-06 19:48:43,2020-01-06 19:48:43
4,Categoria 59849,url_78222,2020-01-06 19:48:43,2020-01-06 19:48:43
5,Categoria 94542,url_70799,2020-01-06 19:48:43,2020-01-06 19:48:43
6,Categoria 79627,url_88483,2020-01-06 19:48:43,2020-01-06 19:48:43
7,Categoria 65633,url_78798,2020-01-06 19:48:43,2020-01-06 19:48:43
8,Categoria 73803,url_77968,2020-01-06 19:48:43,2020-01-06 19:48:43
9,Categoria 57132,url_69889,2020-01-06 19:48:44,2020-01-06 19:48:44
10,Categoria 93220,url_74613,2020-01-06 19:48:45,2020-01-06 19:48:45
11,Categoria 57501,url_74363,2020-01-06 19:48:45,2020-01-06 19:48:45
12,Categoria 63715,url_92969,2020-01-06 19:48:45,2020-01-06 19:48:45
13,Categoria 70884,url_83625,2020-01-06 19:48:45,2020-01-06 19:48:45
14,Categoria 81417,url_76068,2020-01-06 19:48:46,2020-01-06 19:48:46
15,Categoria 73826,url_87727,2020-01-06 19:48:46,2020-01-06 19:48:46
16,Categoria 70988,url_98480,2020-01-06 19:48:46,2020-01-06 19:48:46
17,Categoria 60951,url_87446,2020-01-06 19:48:46,2020-01-06 19:48:46
18,Categoria 97548,url_74552,2020-01-06 19:48:46,2020-01-06 19:48:46
19,Categoria 65601,url_81153,2020-01-06 19:48:46,2020-01-06 19:48:46
20,Categoria 89465,url_74410,2020-01-06 19:48:47,2020-01-06 19:48:47
21,Categoria 60168,url_82864,2020-01-06 19:48:47,2020-01-06 19:48:47
22,Categoria 62482,url_70267,2020-01-06 19:48:48,2020-01-06 19:48:48
23,Categoria 61650,url_97836,2020-01-06 19:48:49,2020-01-06 19:48:49
24,Categoria 87397,url_78598,2020-01-06 19:48:49,2020-01-06 19:48:49
25,Categoria 59431,url_90132,2020-01-06 19:48:50,2020-01-06 19:48:50
26,Categoria 81756,url_70849,2020-01-06 19:48:50,2020-01-06 19:48:50
27,Categoria 85237,url_96993,2020-01-06 19:48:50,2020-01-06 19:48:50
28,Categoria 58367,url_89067,2020-01-06 19:48:50,2020-01-06 19:48:50
29,Categoria 58349,url_77918,2020-01-06 19:48:50,2020-01-06 19:48:50
30,Categoria 58259,url_79368,2020-01-06 19:48:50,2020-01-06 19:48:50
31,Categoria 80463,url_83258,2020-01-06 19:48:50,2020-01-06 19:48:50
32,Categoria 89813,url_99731,2020-01-06 19:48:51,2020-01-06 19:48:51
33,Categoria 67971,url_86720,2020-01-06 19:48:52,2020-01-06 19:48:52
34,Categoria 88113,url_77254,2020-01-06 19:48:52,2020-01-06 19:48:52
35,Categoria 65749,url_83379,2020-01-06 19:48:52,2020-01-06 19:48:52
36,Categoria 95131,url_76752,2020-01-06 19:48:52,2020-01-06 19:48:52
37,Categoria 58656,url_95608,2020-01-06 19:48:52,2020-01-06 19:48:52
38,Categoria 83416,url_95539,2020-01-06 19:48:52,2020-01-06 19:48:52
39,Categoria 91910,url_78473,2020-01-06 19:48:52,2020-01-06 19:48:52
40,Categoria 99182,url_77348,2020-01-06 19:48:52,2020-01-06 19:48:52
41,Categoria 93417,url_92157,2020-01-06 19:48:52,2020-01-06 19:48:52
42,Categoria 79782,url_73949,2020-01-06 19:48:53,2020-01-06 19:48:53
43,Categoria 76057,url_80452,2020-01-06 19:48:53,2020-01-06 19:48:53
44,Categoria 73005,url_82202,2020-01-06 19:48:53,2020-01-06 19:48:53
45,Categoria 72422,url_73873,2020-01-06 19:48:53,2020-01-06 19:48:53
46,Categoria 59167,url_88606,2020-01-06 19:48:53,2020-01-06 19:48:53
47,Categoria 92459,url_96129,2020-01-06 19:48:54,2020-01-06 19:48:54
48,Categoria 73175,url_81476,2020-01-06 19:48:54,2020-01-06 19:48:54
49,Categoria 88733,url_96032,2020-01-06 19:48:55,2020-01-06 19:48:55
50,Categoria 77732,url_81736,2020-01-06 19:48:55,2020-01-06 19:48:55
51,Categoria 98367,url_99250,2020-01-06 19:48:55,2020-01-06 19:48:55
52,Categoria 98267,url_73372,2020-01-06 19:48:55,2020-01-06 19:48:55
53,Categoria 72849,url_77258,2020-01-06 19:48:55,2020-01-06 19:48:55
54,Categoria 95291,url_77135,2020-01-06 19:48:55,2020-01-06 19:48:55
55,Categoria 70657,url_96810,2020-01-06 19:48:55,2020-01-06 19:48:55
56,Categoria 69698,url_81862,2020-01-06 19:48:55,2020-01-06 19:48:55
57,Categoria 63748,url_78410,2020-01-06 19:48:56,2020-01-06 19:48:56
58,Categoria 73235,url_84001,2020-01-06 19:48:56,2020-01-06 19:48:56
59,Categoria 79607,url_99984,2020-01-06 19:48:56,2020-01-06 19:48:56
60,Categoria 82921,url_78011,2020-01-06 19:48:56,2020-01-06 19:48:56
61,Categoria 77229,url_71428,2020-01-06 19:48:57,2020-01-06 19:48:57
62,Categoria 85663,url_98211,2020-01-06 19:48:57,2020-01-06 19:48:57
63,Categoria 85242,url_73441,2020-01-06 19:48:57,2020-01-06 19:48:57
64,Categoria 57737,url_72213,2020-01-06 19:48:57,2020-01-06 19:48:57
65,Categoria 71659,url_81762,2020-01-06 19:48:57,2020-01-06 19:48:57
66,Categoria 57625,url_72745,2020-01-06 19:48:57,2020-01-06 19:48:57
67,Categoria 96719,url_96273,2020-01-06 19:48:57,2020-01-06 19:48:57
68,Categoria 92043,url_67224,2020-01-06 19:48:58,2020-01-06 19:48:58
69,Categoria 70430,url_85274,2020-01-06 19:48:58,2020-01-06 19:48:58
70,Categoria 79181,url_81448,2020-01-06 19:48:59,2020-01-06 19:48:59
71,Categoria 86388,url_82317,2020-01-06 19:48:59,2020-01-06 19:48:59
72,Categoria 88986,url_97435,2020-01-06 19:48:59,2020-01-06 19:48:59
73,Categoria 93611,url_81302,2020-01-06 19:48:59,2020-01-06 19:48:59
74,Categoria 76134,url_91195,2020-01-06 19:48:59,2020-01-06 19:48:59
75,Categoria 73736,url_70957,2020-01-06 19:48:59,2020-01-06 19:48:59
76,Categoria 64301,url_80152,2020-01-06 19:48:59,2020-01-06 19:48:59
77,Categoria 79256,url_73622,2020-01-06 19:48:59,2020-01-06 19:48:59
78,Categoria 62438,url_81201,2020-01-06 19:49:00,2020-01-06 19:49:00
79,Categoria 68681,url_67873,2020-01-06 19:49:00,2020-01-06 19:49:00
80,Categoria 76801,url_66775,2020-01-06 19:49:01,2020-01-06 19:49:01
81,Categoria 92761,url_84827,2020-01-06 19:49:01,2020-01-06 19:49:01
82,Categoria 56477,url_82418,2020-01-06 19:49:01,2020-01-06 19:49:01
83,Categoria 64843,url_99221,2020-01-06 19:49:01,2020-01-06 19:49:01
84,Categoria 75873,url_79355,2020-01-06 19:49:01,2020-01-06 19:49:01
85,Categoria 95389,url_98162,2020-01-06 19:49:01,2020-01-06 19:49:01
86,Categoria 91592,url_77468,2020-01-06 19:49:01,2020-01-06 19:49:01
87,Categoria 68482,url_99358,2020-01-06 19:49:01,2020-01-06 19:49:01
88,Categoria 68414,url_76887,2020-01-06 19:49:01,2020-01-06 19:49:01
89,Categoria 85839,url_80321,2020-01-06 19:49:03,2020-01-06 19:49:03
90,Categoria 80023,url_84982,2020-01-06 19:49:03,2020-01-06 19:49:03
91,Categoria 82128,url_68914,2020-01-06 19:49:03,2020-01-06 19:49:03
92,Categoria 82939,url_76367,2020-01-06 19:49:03,2020-01-06 19:49:03
93,Categoria 68225,url_83422,2020-01-06 19:49:03,2020-01-06 19:49:03
94,Categoria 89841,url_71366,2020-01-06 19:49:03,2020-01-06 19:49:03
95,Categoria 82048,url_68709,2020-01-06 19:49:03,2020-01-06 19:49:03
96,Categoria 73958,url_88737,2020-01-06 19:49:03,2020-01-06 19:49:03
